ID,word,translation,rating
750,canter,"пускать лошадь лёгким галопом быстро передвигаться лёгкий галоп тот, кто говорит на жаргоне бродяга, попрошайка, нищий [ 'kæntə ]",0
1351,devise,"разрабатывать, продумывать завещание; [ dɪ'vaɪz ]",0
1420,marrow,"костный мозг спинной мозг сердцевина, мякоть товарищ, напарник вторая половина (супруг) пара [ 'mærəu ]",0
117,irritable,"несдержанный, раздражительный",0
1476,scathing,"едкий, язвительный уничтожающий, губящий [ 'skeɪðɪŋ ]",0
707,temper,"характер, нрав самообладание, сдержанность; умение держать себя в руках раздражительность; вспыльчивость [ 'tempə ]",0
710,thud,"бухнуться, свалиться, сорваться, шлёпнуться глухой звук, стук, тяжёлый удар, горе порыв ветра, шквал [ θʌd ]",0
267,wink,подмигивать; перемигиваться [wiŋk],0
607,grope,"искать, нащупывать [ grəup ]",0
173,rejoice,радоваться [riʤᴐis],0
774,dawn,"рассвет, утренняя заря начало, исток; светать, заниматься (о рассвете)осенять; приходить в голову [ dɔːn ]",0
349,frantic,"безумный, неистовый, яростный ( imperturbable, tranquil ) [ 'fræntɪk ]",0
490,tickle,щекотать легко касаться (чего-л.) [ 'tɪkl ],0
1265,statute,"юр. закон, законодательный акт парламента; стату, договор, соглашение, конвенция [ 'stætjuːt ]",0
2339,draw on,"влечь, манить наступать, приближаться идти, течь, протекать []",0
1295,wind,"заставить задохнуться; вызвать одышку проветривать; вентилировать ветер, воздушный поток [ wɪnd ]",0
2185,interject,"вставлять замечания; мимоходом замечать, прерывать [ ˌɪntə'ʤekt ]",0
1183,humble,"скромный, непритязательный; застенчивый, робкий простой, незнатный унижать попирать, смирять [ 'hʌmbl ]",0
592,flit,"быстрое движение проноситься быстро, мелькать летать с места на место; порхать[ flɪt ]",0
1374,flight,"пролёт лестницы полёт полёт; бег; течение способность летать стая (птиц) перо (на хвосте стрелы) шелуха совершать перелёт; слетаться бегство, поспешное отступление; побег утечка (капитала за границу) [ flaɪt ]",0
2459,tadpole,головастик [ 'tædpəul ],0
370,hang,"вешать, развешивать, подвешивать [ hæŋ ]",0
1276,throb,"сильно биться, пульсировать биение, пульсация, [ θrɔb ]",0
1303,airy,"легкомысленный, пустой воздушный, лёгкий;просторный, полный воздуха летающий, обитающий в воздухе [ 'eərɪ ]",0
1679,poise,"удерживать в равновесии приводить в готовность, баланс, равновесие, устойчивость стабильность, устойчивость манера себя держать; поведение висеть в воздухе; парить взвешивать (в уме), оценивать [ pɔɪz ]",0
855,misery,"страдание, мучение, каторга несчастье, невзгода, напасть бедность, разг. страдалец, нытик grumbler, moaner [ 'mɪz(ə)rɪ ]",0
1881,roll,"булочка,рулет;связка, рулон; катиться вертеться, вращаться укатывать, утрамбовывать катком течь, катить волны грабить (особенно пьяных или спящих) [ rəul ]",0
1328,blur,"клякса, пятно марать, пачкать делать неясным; затуманивать [ blɜː ]",0
1771,bowl over,"сбить поразить, удивить, произвести большое впечатление []",0
2378,mundane,"земной, мирской, светский обычный, приземлённый космический [ mʌn'deɪn ]",0
2117,attaboy,at-a-boy молодец! [ 'ætəbɔɪ ],0
1543,walloped,"лупить, колошматить; пороть, задать трёпку нанести поражение, разгромить пульсировать, биться; вибрировать сильный удар грохот, шум шок пиво [ 'wɔləp ]",0
777,disgruntled,"раздражённый, рассерженный, недовольный [ dɪs'grʌntld ]",0
1682,prying,"вмешивающийся не в свои дела, надоедливый Syn: interfering, intrusive, nosy, obtrusive, officious, meddlesome Ant: incurious, unobtrusive, inobtrusive [ 'praɪɪŋ ]",0
2665,bowing,техника владения смычком игра на скрипичных инструментах [ 'bəuɪŋ ],0
1071,stirring,"взбалтывание, помешивание деятельный, неугомонный возбуждающий, вдохновляющий [ 'stɜːrɪŋ ]",0
2157,fervent,"горячий, пламенный; пылкий, страстный; жгучий [ 'fɜːv(ə)nt ]",0
520,after,"в поисках, за (указывает на цель поисков)... [ 'ɑːftə ]",0
1433,muff,"муфта тех. гильза, муфта мазила неумелый или простодушный человек; шляпа ошибка, промах; неудача, портить, путать провалиться (на экзамене) [ mʌf ]",0
404,nibble,клевать (о рыбах) грызть; обгрызать; щипать [ 'nɪbl ],0
304,caretaker,"ответственный за поддержание порядка смотритель, сторож [ 'keəˌteɪkə ]",0
1761,address,"адрес; (to) выступать перед; обращаться ; обращать внимание задумываться принимать меры отправлять, предназначать, передавать, готовиться к удару по мячу [ ə'dres ]",0
2475,webbed,"перепончатый Syn: membraneous, membranous [ webd ]",0
1284,twiddle,"вертеть, крутить (что-л.) , играть (чем-л.) дрожать (о голосе); верчение завиток, украшение; муз. орнаментика [ 'twɪdl ]",0
2090,tatter,"клочья, лохмотья развалины тряпка старьёвщик изорвать в клочья [ 'tætə ]",0
843,laden,"гружёный, нагруженный обременённый, отягощённый, [ 'leɪd(ə)n ]",0
2753,namely,"а именно, то есть [ 'neɪmlɪ ]",0
1072,stoat,горностай сшивать встык; штопать [ stəut ],0
2108,woebegone,"мрачный, горестный, печальный [ 'wəubɪgɔn ]",0
964,wipe,"стирать, уничтожать; искоренять вытирать, протирать, утирать [ waɪp ]",0
478,subtle,"нежный утончённый, изысканный неуловимый, тонкий; едва различимый [ 'sʌtl ]",0
819,halt,привал остановка; прекращение останавливаться; делать привал [ hɔːlt ],0
1441,owing to,"из-за, вследствие, благодаря, по причине (due to, because of) []",0
341,enchantment,"волшебство, колдовство, магия [ ɪn'ʧɑːntmənt ]",0
1337,charcoal,древесный уголь жарить на углях рисунок углем тёмно-серый цвет [ 'ʧɑːkəul ],0
2439,shove in,"пролезть без очереди ,прервать (разговор) []",0
1610,disguise,"изменять внешность, облик переодевать; маскировать обезображивать, уродовать искажать; представлять в ложном свете утаивать, скрывать [ dɪs'gaɪz ]",0
1332,buff,"полировать (кожаным кругом) буйволовая кожа; толстая бычья кожа любитель, поклонник, фанат [ bʌf ]",0
698,straining,"напряжение, усилие; попытка, старание натяжение, растяжение [ 'streɪnɪŋ ]",0
1290,violent,"интенсивный, сильный, резкий неистовый, яростный вспыльчивый, горячий; страстный жестокий, бесчеловечный насильственный [ 'vaɪəl(ə)nt ]",0
553,chill,"охлаждать, замораживать испугать приводить в уныние, удручать, расхолаживать метал. закаливать прохлада, холод [ ʧɪl ]",0
1937,afoul,"вступать в конфликт, нарушать (закон) , ссориться врезаться, сталкиваться запутываться [ ə'faul ]",0
2100,unfurl,"развёртывать (флаг) ; распускать (парус) раскрывать (веер, зонт) распускаться (о цветке) [ ʌn'fɜːl ]",0
1094,uprising,"бунт, восстание, мятеж [ 'ʌpˌraɪzɪŋ ]",0
195,shuddered,содрогнулась,0
1787,coop up,"помещать в тесную комнату; держать взаперти; сажать в курятник ;кучка навоза, удобрения [ kuːp ]",0
1005,faithful,"верный, преданный; стойкий добросовестный, сознательный, честный верующий, правоверный [ 'feɪθf(ə)l ], [ -ful ]",0
244,tie,"лента, верёвка, шнурок галстук; ( ties) полуботинки со шнурками связь, узы взаимодействие, связь обуза, тягота равный счёт игра вничью пучок (волосы) коса, косичка связка завязывать, привязывать, связывать скреплять сравнять счёт, мешкать, медлить; плестись, набрасываться на (кого-л.) [ taɪ ]",0
1023,huddle,"жаться ,толпиться, собираться (вместе) , съёживаться, свёртываться калачиком накидывать одежду в спешке делать что-л. в спешке, небрежно; состряпать группа; кучка; скопление; куча, нагромождение [ 'hʌdl ]",0
1552,wise,"узнать, понять ; увидеть, подметить, заметить; сообразить мудрый;благоразумный, разумный знающий, компетентный,[ waɪz ]",0
1717,snicker,"хихикать, посмеиваться тихо ржать [ 'snɪkə ]",0
278,ambition,"цель, предмет желаний; честолюбивый замысел [ æm'bɪʃ(ə)n ]",0
245,tin,"жестяная консервная банка; жестянка оловянный, сделанный из олова ненастоящий, поддельный [ tɪn ]",0
2284,wisp,"пучок, жгут, клок худенький, хрупкий человек клочок, обрывок; след, остаток, фрагмент метёлка [ wɪsp ]",0
2751,myriad,"несметное число, мириады неисчислимый, несметный разнообразный, разнородный [ 'mɪrɪəd ]",0
2778,preposition,предлог Gram: [ ˌprepə'zɪʃ(ə)n ],0
2367,lacy,кружевной; похожий на кружево [ 'leɪsɪ ],0
2567,inflammable,"легко воспламеняющийся, огнеопасный; горючий легко возбудимый, вспыльчивый горючее вещество [ ɪn'flæməbl ]",0
1526,tip,"опрокидывать; сваливать, сбрасывать ; полезный совет; перевешивать наклонять, склонять срезать, подстригатьприставлять или надевать наконечник тех. штекер, контакт тонкая щёточка наконечник мундштук чаевые, прикосновение; лёгкий удар [ tɪp ]",0
150,pan,"сковорода, кастрюля, противень [pæn]",0
2119,avert,"отворачиваться; отводить (взгляд) отвращать, предотвращать; отводить (удар, опасность) [ ə'vɜːt ]",0
124,laugh,смеяться; [ lɑːf ],0
1178,headlight,фара [ 'hedlaɪt ],0
757,chime,"звонить в колокол; исполнять мелодию колокольным звоном находиться в гармонии; гармонировать согласие, единство, гармония [ ʧaɪm ]",0
2710,erratic,"изменчивый, непостоянный; непредсказуемый эксцентричный, чудаковатый, странный блуждающий чудак, сумасброд, оригинал Syn: crank [ ɪ'rætɪk ], [ er'- ]",0
2423,receptivity,"восприимчивость, чувствительность поглощающая способность; ёмкость [ ˌriːsep'tɪvətɪ ]",0
423,put up to,"побуждать, подстрекать (кого-л. к чему-л.) []",0
1106,adoration,обожание; поклонение; благоговение [ ˌædɔː'reɪʃ(ə)n ],0
1096,vicious,"злой плохой, дурной порочный дефектный; ошибочный, неправильный ужасный норовистый [ 'vɪʃəs ]",0
123,lace,"шнурок, тесьма",0
870,paw,"лапа (животных) разг. рука; почерк; подпись, автограф бить копытом трогать, скрести или ударять лапой наносить сильные удары, колотить, молотить [ pɔː ]",0
2025,moisture,"влажность, сырость; влага, мокрота [ 'mɔɪsʧə ]",0
1429,morosely,"печально, замкнуто, сердито, мрачно, угрюмо, [ mə'rəuslɪ ]",0
1579,beacon,"маяк, путеводная звезда светить, указывать путь снабжать знаками; размечать позицию с помощью сигнальных огней радиомаяк; сигнальная башня [ 'biːk(ə)n ]",0
412,peppermint,"мята перечная мятная конфета, мятный леденец [ 'pepəmɪnt ]",0
2691,cowardice,трусость малодушие; робость [ 'kauədɪs ],0
1419,manacle,"( manacles) наручники, ручные кандалы помеха, преграда,надевать наручники; сковывать, ограничивать [ 'mænəkl ]",0
335,dumpy,"невысокий коренастый человек, подавленный, унылый, печальный,[ 'dʌmpɪ ]",0
547,bursting,"взрыв, разрыв; взрывание разрывной [ 'bɜːstɪŋ ]",0
2337,draw near,"подходить, подъезжать приближаться []",0
2150,eavesdropper,"подслушивающий, соглядатай [ 'iːvzˌdrɔpə ]",0
776,dexter,"правый (находящийся справа, по правую руку) [ 'dekstə ]",0
665,rope,"тягучая, клейкая жидкость канат; верёвка; трос [ rəup ]",0
1002,displeased,"раздосадованный, недовольный; раздражённый, разгневанный [ dɪs'pliːzd ]",0
1019,harp,"занудствовать, завести волынку надоедливо твердить о, арфа губная гармоника [ hɑːp ]",0
1142,"Dear me! / Oh, dear! / Dear, dear!",Боже мой! [],0
738,be off,"уходить, покидать; отправляться начинать движение, особенно в гонке срываться с места; взять старт ( be off with) разг. освобождаться, избавляться []",0
2017,lenient,снисходительный; мягкий; терпимый [ 'liːnɪənt ],0
2834,wisdom,"мудрость здравый смысл знания, эрудиция,[ 'wɪzdəm ]",0
2164,flown,управляемый (о полёте) перевозимый по воздуху [ fləun ],0
2705,eloquence,красноречие; ораторское искусство [ 'eləkwən(t)s ],0
1216,outstrip,"обгонять, обходить, опережать превосходить (в чём-л.) [ ˌaut'strɪp ]",0
614,hunch,"(up) сгибаться; горбиться, сутулиться сгибать, скручивать; гнуть толчок, нажим; напор; натиск толстый кусок, ломоть горб ;разг. подозрение, предчувствие; интуиция [ hʌnʧ ]",0
2120,averting,"предотвращение, предохранение, предупреждение Syn: preventing [ ə'vɜːtɪŋ ]",0
2497,buzzword,"модное словечко специальный термин, произносимый с целью произвести впечатление на дилетантов [ 'bʌzwɜːd ]",0
2735,interrogation,"допрос вопрос, вопросительное предложение передача сигнала [ ɪnˌterə'geɪʃ(ə)n ]",0
213,spoil,что-л. испорченное в процессе изготовления или обработки 5) грабёж; мародёрство 6) вынутый грунт; отвал [spɔil],0
1878,ridge,"гребень горы; горный хребет; горная цепь; водораздел высокая грядка сооружать или чинить конёк на крыше образовывать складки или борозды; топорщиться, вспучиваться [ rɪʤ ]",0
127,lend,"одалживать, давать взаймы",0
308,cheek,"щека наглость, нахальство; дерзость [ ʧiːk ]",0
1830,inkling,намёк лёгкое подозрение; слабое представление [ 'ɪŋklɪŋ ],0
1718,snide,"злобный; ехидный мошеннический, обманный, нечестный коварный; хитрый поддельный, фальшивый жулик, мошенник поддельные драгоценности фальшивая монета [ snaɪd ]",0
289,bloke,"малый, парень [ bləuk ]",0
46,codswallop,"абсурд, ерунда [ 'kɔdzˌwɔləp ] сущ.; разг.",0
1008,fishy,"сомнительный, подозрительный, внушающий сомнения рыбный; рыбий [ 'fɪʃɪ ]",0
1278,tinker,"попытка кое-как починить (что-л.) лудильщик, медник, жестянщик непослушный ребёнок [ 'tɪŋkə ]",0
1616,draw up,"( draw oneself up) выпрямляться, вытягиваться останавливать выстраивать (войска) , приводить в регулярный порядок составлять (текст)[]",0
735,apart from,не говоря (уже) о; кроме; не считая except for [],0
2312,china,фарфор фарфоровые изделия фарфоровый [ 'ʧaɪnə ],0
2770,pinnacle,"кульминационный пункт, апофеоз возносить вершина, пик остроконечная башенка, бельведер, шпиц украшать башенками [ 'pɪnəkl ]",0
1548,well,"хорошо ,хлынуть, бить ключом подниматься (о воде) ; выступать (о слезах) вскипать, закипать очень, сильно, весьма [ wel ]",0
1411,lash out,( lash out against / at) внезапно лягнуть; ударить; наброситься на тратить деньги; раскошелиться [ læʃ ],0
2098,tweed,твид (материя) ( tweeds) костюм из твида [ twiːd ],0
1293,wade,"переходить вброд пробираться, идти с трудом (по грязи)наброситься, накинуться наброд [ weɪd ]",0
319,creepy,"бросающий в дрожь, вызывающий страх льстящий, пресмыкающийся ползучий; ползающий [ 'kriːpɪ ]",0
1165,gerroff me (get off),"отбывать, отправляться спасать (с тонущего корабля) начинать []",0
1798,divination,"предсказание; прорицание предчувствие, интуиция удачный, правильный прогноз [ ˌdɪvɪ'neɪʃ(ə)n ]",0
2793,reindeer,северный олень [ 'reɪndɪə ],0
372,hang on,упорствовать ждать (обычно у телефона) [],0
416,pile,"[through] забираться, взбираться (куда-л.) , образуя кучу; взгромождаться куча, груда, штабель; столбик [ paɪl ]",0
2741,lifespan,продолжительность жизни [ 'laɪfspæn ],0
2254,sublet,"передавать в субаренду, сдавать в поднаём Syn: sublease [ sʌb'let ]",0
2231,resentful,"обиженный; возмущённый обидчивый [ rɪ'zentf(ə)l ], [ -ful ]",0
1819,hamper,"препятствовать, мешать (чему-л.) ; затруднять, стеснять движения связывать вместе корзина с крышкой [ 'hæmpə ]",0
653,pea,"горох, горошек; горошина [ piː ]",0
956,usher,"провожать, сопровождать; вводить; усаживать, показывать места швейцар; консьерж; привратник [ 'ʌʃə ]",0
1078,take over,"захватить власть принимать (должность)вступать во владение (from)наследовать (кому-л.)перевозить;соединять (по телефону) провести, одурачить, усваивать, перенимать []",0
1949,bow tie,галстук-бабочка [ 'bəuˌtaɪ ],0
2763,peg,"колышек деревянный гвоздь затычка долька цитрусовых сигнал семафора металлический стержень, воен.; жарг. заряд джин с содовой молочный зуб нога протез, деревянная нога сильный удар вытянутой рукой вбивать, вколачивать прикреплять огораживать колышками устанавливать цены или стоимость искусственно поддерживать (курс) классифицировать бросать, швырять протыкать [ peg ]",0
2594,pollinate,опылять [ 'pɔləneɪt ],0
2511,compatriot,соотечественник [ kəm'pætrɪət ],0
2515,concise,"краткий; сжатый; лаконичный, немногословный краткий, недолговременный [ kən'saɪs ]",0
2183,implication,"вовлечение, привлечение; включение замешанность, причастность, соучастие следствие, вывод; последствия,то, что подразумевается; подтекст [ ˌɪmplɪ'keɪʃ(ə)n ]",0
88,fierce,"жестокий, лютый, свирепый [ fɪəs ]",0
1011,flop,"висеть, свисать, шлёпаться, плюхаться; валиться от усталости дрыхнуть, завалиться спать [ flɔp ]",0
297,bump,"ударяться; врезаться, наталкиваться глухой тяжёлый удар; столкновение изгиб, выпуклость; выпуклая вмятина, вздутие [ bʌmp ]",0
227,struck,"прош. вр от strike ударять, наносить удар, бить [ strʌk ][ straɪk ]",0
2405,pick out,"отличать, различать понимать,вынимать, выдёргивать схватывать отделывать, украшать; оттенять []",0
2706,embankment,"насыпь, дамба,сооружение насыпи, дамбы, вала набережная [ ɪm'bæŋkmənt ], [ em- ]",0
2205,mull,"подогревать вино или пиво с пряностями мягкий гумус сорт тонкого муслина (over) обдумывать, размышлять [ mʌl ]",0
2427,revive,"оживать, приходить в себя (после обморока) приводить в чувство восстанавливать оживлять; возрождать, воскрешать (в памяти) ; вновь пробуждать (чувства) [ rɪ'vaɪv ]",0
196,shuffled away,"уйти, шаркая ногами (откладывать в сторону; засовывать, запихивать) [ʃ˄fl]",0
2202,milling,"топтание по кругу рифлёный гурт монеты помол молотьба; дробление, измельчение трёпка, взбучка [ 'mɪlɪŋ ]",0
465,sneer,"насмешка, колкость; презрительная усмешка [ snɪə ]",0
2474,wage,"вести (войну) ; бороться проводить (кампанию) ,вызывать на бой, поединок закладывать (вещи), вознаграждать (за зло) возмездие, расплата заработная плата (рабочих) [ weɪʤ ]",0
1566,aghast,поражённый ужасом; ошеломлённый [ ə'gɑːst ],0
1430,mottled,"пятнистый; крапчатый, испещрённый; пёстрый метал. половинчатый (о чугуне) [ 'mɔtld ]",0
1513,tangerine,оранжевый цвет мандарин [ ˌtænʤ(ə)'riːn ],0
944,timid,робкий; застенчивый [ 'tɪmɪd ],0
497,tut-tut,"вот ещё!, ещё чего не хватало! (выражает упрёк, неодобрение) [ ˌtʌt'tʌt ]",0
967,abysmal,"очень плохой, отвратительный чрезвычайный, беспредельный, абсолютный глубокий, бездонный; неизмеримый [ ə'bɪzm(ə)l ]",0
719,waft,"нестись, доноситься (о звуках, запахах) гнать, нести (корабль) взмах (крыла) струя воздуха, дуновение [ wɔft ], [ wɑːft ]",0
260,vigorously,"решительно, сильно, энергично [vig(ǝ)rǝsli]",0
2258,tankard,высокая пивная кружка (часто с крышкой) диал. колокольчик овцы [ 'tæŋkəd ],0
1322,bespectacled,"носящий очки, в очках [ bɪ'spektəkld",0
2311,call off,"отменять; прекращать; откладывать, переносить делать перекличку, оглашать список отводить, уводить []",0
1663,malevolent,"злобный, злой, злорадный, недоброжелательный [ mə'lev(ə)lənt ]",0
1886,scrunch,"сминать, скручивать морщить (нос) ; щурить морщиться сутулиться хруст, треск, скрип [ skrʌnʧ ]",0
211,speare,"пронзать, протыкать (копьём или чем-л., похожим на копьё) [ spɪə ]",0
1236,razor,бритва брить Syn: shave [ 'reɪzə ],0
2557,foreseeable,"предсказуемый, предвидимый [ fɔː'siːəbl ]",0
2569,intelligibility,"вразумительность, понятность, доступность интеллигибельность (постижимость разумом) [ ɪnˌtelɪʤə'bɪlətɪ ]",0
748,bull,"явная нелепость, противоречие; вздор; враки (cock and bull story), бык; спекулянт, играющий на повышение [ bul ]",0
2142,despair,"отчаяние; упадок духа; безнадёжность, безысходность of) падать духом, отчаиваться, терять надежду [ dɪ'speə ]",0
2021,matted,"спутанный (о волосах) покрытый циновками, половиками [ 'mætɪd ]",0
410,pellet,"шарик, катышек (из бумаги, хлеба) [ 'pelɪt ]",0
1979,dismantling,"снятие (одежды, покровов) демонтаж, разборка разоружение разрушение, снос [ dɪs'mæntlɪŋ ]",0
2046,pine,"тосковать, чахнуть, томиться; изнемогать, изнывать, иссыхать сосна [ paɪn ]",0
2047,ping,свистеть ударять(ся) со стуком (или) звоном поджигать или запускать со свистом снаряд свист (пули) [ pɪŋ ],0
2431,see off,"провожать выгонять, выпроваживать []",0
851,magnificent,"великолепный, величественный; производящий впечатление, внушительный разг. отличный, изумительный, прекрасный [ mæg'nɪfɪs(ə)nt ]",0
917,stagger,"шататься, покачиваться; идти шатаясь колебаться, быть в нерешительности располагать в шахматном порядке, зигзагообразно [ 'stægə ]",0
1825,hubbub,"шум, гам, гул Syn: noise, uproar [ 'hʌbʌb ]",0
674,shutting,закрытие; запирание [ 'ʃʌtɪŋ ],0
67,doughnut,пончик [dǝun˄t],0
1186,instant,"мгновение, миг, момент настоятельный, безотлагательный растворимый [ 'ɪn(t)stənt ]",0
2780,prevalence,"широкая распространённость, повсеместное существование ;уст. вес, сила, господство [ 'prev(ə)lən(t)s ]",0
1704,scrap,"выбрасывать за ненадобностью; списывать; отправлять на свалку; отходы вырезка из газеты,шкварки объедки, остатки, клочок, кусочек, обрывок, обрезок [ skræp ]",0
962,wide-awake,"проснувшийся, бодрствующий, недремлющий, неспящий, сообразительный, находчивый [ ˌwaɪdə'weɪk ]",0
1951,buoy,"буй, бакен, буёк; веха ставить бакены [ bɔɪ ]",0
409,peer,вглядываться; изучать [ pɪə ],0
1908,surly,"угрюмый, сердитый; грубый Syn: brusque [ 'sɜːlɪ ]",0
1656,ladle,"ковш, черпак; что-л. в форме ложки черпать; разливать [ 'leɪdl ]",0
1280,toneless,невыразительный [ 'təunləs ],0
2454,spout,"горлышко; носик (сосуда) труба; трубопровод; рукав струя, поток; столб бить струёй, литься потоком; хлестать изливать, извергать закладывать, отдавать в зало [ spaut ]",0
502,wail,"завывание, издавать продолжительный скорбный звук причитать, стенать; оплакивать причитания, стенания, оплакивание [ weɪl ]",0
1824,hoodwink,"обмануть, одурачить, провести [ 'hudwɪŋk ]",0
2175,hitherto,"до настоящего времени, до сих пор [ ˌhɪðə'tuː ]",0
888,roast,"жареный жаркое жариться, печься (особенно в духовке или на открытом огне) обжигать; выжигать; подвергать пытке огнём высмеивать [ rəust ]",0
106,handkerchief,носовой платок [hӕŋkəʧif],0
201,slinking,"красться, идти крадучись [sliɧk]",0
2172,haul,"тащить, тянуть; буксировать,везти, перевозить;заставлять ходить;up вызывать в суд, out / up) вылезать на сушу,менять направление, курс перевозка, транспортировка улов (рыбы) ;добыча, трофеи пройденное расстояние [ hɔːl ]",0
424,quilt,"мозаика, пёстрая смесь лоскутное одеяло [ kwɪlt ]",0
869,particularly,"очень, чрезвычайно; в высокой степени особенно, особым образом индивидуально, лично; в отдельности [ pə'tɪkjələlɪ ]",0
1962,contented,"довольный, удовлетворённый [ kən'tentɪd ]",0
2056,raven,"ворон прорицатель дурного иссиня-чёрный; цвета воронова крыла рыскать поглощать; уничтожать испытывать сильную жажду, аппетит;[ 'reɪv(ə)n ]",0
2733,impoverish,"лишать средств, доводить до бедности, до нищеты истощать (почву) подрывать (здоровье) обеднять; делать хуже, слабее, менее эффективным [ ɪm'pɔv(ə)rɪʃ ]",0
54,creep (crept),"ползать; пресмыкаться,красться; подкрадываться [krip]",0
872,peel,"шелушиться, лупиться, сходить (о коже, краске) кожица, корка, шелуха [ piːl ]",0
911,spirit,"моральная сила, дух, характер, духовное начало; душа привидение натура, личность восприятие; понимание, (away)тайно похищать [ 'spɪrɪt ]",0
2498,calibre,"калибр; диаметр; размер широта ума; моральные качества; значительность; достоинство масштаб, предел, размах [ 'kælɪbə ]",0
165,quill,крупное птичье перо [ kwɪl ],0
622,jostle,"толкаться, тесниться толчок; столкновение, удар давка, толкотня [ 'ʤɔsl ]",0
453,scribble,"писать быстро и небрежно марать бумагу, пописывать [ 'skrɪbl ]",0
379,humbug,"мятная конфета чушь, вздор, ерунда, нелепица (часто с восклицанием) [ 'hʌmbʌg ]",0
2471,verge,"край, граничить, походить (на что-л.) клониться , грань кайма из дёрна вокруг клумбы обочина дороги край крыши у фронтона, стержень колонны жезл, посох (как символ власти) редк. половой член [ vɜːʤ ]",0
754,cheat,"(чудом) избегать (смерти) жульничать, мошенничать, ловчить, надувать that obvious and disgusting bit of cheating [ ʧiːt ]",0
1084,to grit the teeth,"стискивать зубы, проявлять выдержку, стойкость скрежетать зубами [ grɪt ]",0
72,driveway,подъездная дорога; подъездной путь,0
1166,gibber,"говорить быстро, невнятно, бессвязно, непонятно; тараторить ,невнятная, бессвязная, нечленораздельная речь [ 'ʤɪbə ]",0
2792,regard,"as) расценивать, рассматривать; считать, относиться внимание, забота расположение, уважение; *s) привет, поклон; пожелания касательство, отношение, связь; касаться , иметь отношение принимать во внимание, внимательно смотреть (на кого-л. / что-л.) , разглядывать [ rɪ'gɑːd ]",0
1297,witch,"обворожить, околдовать колдунья; ведьма мымра (о некрасивой, уродливой старой женщине) [ wɪʧ ]",0
1845,mirth,"веселье, радость, увеселение Syn: merriment, fun [ mɜːθ ]",0
2699,disfigure,"обезображивать, уродовать; портить [ dɪs'fɪgə ]",0
2608,right-footed,правша фут.[],0
828,holly,падуб остролист (его вечнозелёными веточками с красными ягодами по традиции украшают дом на Рождество) [ 'hɔlɪ ],0
